date,product_id,base_price,discount,weather,temperature,festival,competitor_price,marketing_spend,demand
15-12-2023,1001,364.84,0.03,Rainy,26,0,142.94,9654.5,31
16-12-2023,1001,317.51,0.23,Cloudy,13.1,0,471.2,3815.6,36
17-12-2023,1006,445.8,0.3,Cloudy,15.2,0,466.1,1882.4,25
18-12-2023,1005,393.56,0.27,Sunny,27,0,153.85,5741.35,29
19-12-2023,1002,308.5,0.2,Sunny,18.9,0,206.78,1513.89,34
20-12-2023,1008,447.26,0.09,Rainy,38.1,0,129.06,1994.89,24
21-12-2023,1009,198.11,0.08,Cloudy,34.6,1,195.97,2974.5,81
22-12-2023,1005,162.94,0.25,Cloudy,39.5,0,408.22,5179.15,38
23-12-2023,1009,164.16,0.26,Cloudy,17.8,1,237.54,4899.26,80
24-12-2023,1009,233.6,0.16,Rainy,39.1,0,124.47,8197.23,72
25-12-2023,1005,195.48,0.07,Cloudy,22.9,0,223.47,7655.27,50
26-12-2023,1000,472.04,0.03,Cloudy,20.4,1,472.74,4836.86,53
27-12-2023,1003,142.33,0.03,Rainy,11.5,0,335.58,4003.34,41
28-12-2023,1009,379.6,0.22,Sunny,11.6,1,252.3,3848.22,59
29-12-2023,1005,175.69,0.13,Sunny,30.8,0,154.95,7965.96,61
30-12-2023,1005,452.65,0.27,Rainy,23.7,1,474.61,1468.65,40
31-12-2023,1004,484.53,0.22,Cloudy,16.8,0,410.13,1115.39,25
01-01-2024,1000,286.19,0.06,Rainy,28.4,0,199.78,8159.9,61
02-01-2024,1007,451.63,0.18,Sunny,17.6,0,117.33,5294.32,18
03-01-2024,1004,102.06,0.13,Sunny,27.3,1,112.08,2177.93,92
04-01-2024,1004,427.98,0.17,Rainy,20.8,1,136.95,3120.09,59
05-01-2024,1006,191.45,0.22,Rainy,34.7,1,316.5,9392.54,103
06-01-2024,1003,463.48,0.24,Sunny,34.6,1,452.22,8735.53,51
07-01-2024,1005,100.45,0.25,Rainy,24.3,0,283.73,7388.07,76
08-01-2024,1003,322.47,0.08,Sunny,20.5,0,418.75,5340.03,32
09-01-2024,1002,402.65,0.01,Rainy,20.9,0,263.9,5682.91,27
10-01-2024,1006,203.48,0.22,Rainy,34.2,0,366.35,9777.2,92
11-01-2024,1007,177.25,0.03,Rainy,19.8,0,375.43,9691.93,64
12-01-2024,1003,133.64,0.09,Sunny,16.3,0,157.85,2937.42,46
13-01-2024,1001,230.57,0,Rainy,12.5,0,230.87,8299.94,27
14-01-2024,1009,323.94,0.2,Sunny,24,0,338.55,2775.18,49
15-01-2024,1002,146.34,0.05,Sunny,24.5,0,117.57,2921.84,40
16-01-2024,1000,250.68,0.2,Rainy,35.2,0,231,7084.84,46
17-01-2024,1007,103.63,0.3,Rainy,16.6,0,298.57,4645.01,53
18-01-2024,1002,427.47,0.02,Sunny,21.4,0,478.53,9383.9,50
19-01-2024,1009,151.38,0.02,Sunny,34.3,0,275.07,1801.09,63
20-01-2024,1006,213.34,0.1,Cloudy,34.7,0,408.26,5603.73,55
21-01-2024,1009,107.37,0.26,Sunny,21.5,0,258.51,9266.69,71
22-01-2024,1004,272.9,0.06,Cloudy,23.8,0,400.59,9137.02,46
23-01-2024,1009,436.05,0.11,Cloudy,19.1,0,322.21,2408.76,22
24-01-2024,1004,256.86,0.02,Cloudy,38,0,435.77,4299.74,52
25-01-2024,1006,171.8,0.23,Rainy,13.6,0,250.27,6572.09,62
26-01-2024,1008,401.48,0.12,Rainy,38,0,325.68,2434.55,43
27-01-2024,1004,415.52,0.23,Sunny,30.5,0,335.71,9712.2,48
28-01-2024,1000,169.5,0.27,Cloudy,25.9,1,252.78,9232.74,90
29-01-2024,1009,408.34,0.07,Rainy,11,1,146.28,2502.55,57
30-01-2024,1009,478.92,0.24,Rainy,24.3,0,126.49,2090.4,17
31-01-2024,1000,166.55,0.02,Rainy,22.2,0,96.5,1768.68,37
01-02-2024,1001,408.39,0.27,Rainy,14.8,0,430.68,9184.99,30
02-02-2024,1005,383.43,0.2,Rainy,29.7,0,182.23,2742.61,32
03-02-2024,1008,289.43,0.26,Cloudy,39.1,1,172.49,4746.56,89
04-02-2024,1007,123.17,0,Cloudy,26.9,0,377.05,5039.66,59
05-02-2024,1004,129.88,0.05,Cloudy,31.4,0,214.81,6391.1,53
06-02-2024,1000,440.97,0.12,Cloudy,12.1,0,287.36,1645.62,15
07-02-2024,1006,496.06,0.11,Sunny,22.5,1,153.38,3040.83,48
08-02-2024,1004,370.42,0.07,Cloudy,13.5,0,464.3,9383.41,40
09-02-2024,1005,278.38,0.11,Rainy,28.4,0,422.12,9175.69,63
10-02-2024,1006,359.03,0.04,Cloudy,38.2,0,426.88,8031.62,59
11-02-2024,1002,337.76,0.12,Sunny,29.9,0,248.64,1174.61,27
12-02-2024,1009,253.44,0.24,Rainy,12.3,0,387.32,3943.06,32
13-02-2024,1002,126.25,0.14,Cloudy,20.6,0,146.11,6651.63,50
14-02-2024,1004,428.61,0.01,Cloudy,26.5,1,93.36,3476.71,64
15-02-2024,1005,248.73,0.13,Cloudy,22.1,1,97.79,9186.28,99
16-02-2024,1008,427.51,0.01,Rainy,35,1,318.77,6705.01,65
17-02-2024,1004,201,0.29,Rainy,34.4,0,267.6,1647.16,47
18-02-2024,1000,100.41,0.04,Sunny,28.4,1,292.03,9181.05,117
19-02-2024,1003,163.58,0.21,Rainy,21.2,0,92.91,9619.9,68
20-02-2024,1004,287.42,0.29,Rainy,17.7,0,254.85,1699.41,37
21-02-2024,1009,477.72,0.25,Cloudy,13.2,0,370.05,5791.24,8
22-02-2024,1009,140.88,0.21,Rainy,20.6,0,262.65,3730.28,60
23-02-2024,1004,441.68,0.25,Cloudy,22.4,0,375.57,4535.55,16
24-02-2024,1006,310.81,0.29,Cloudy,30.3,0,180.88,2616.86,27
25-02-2024,1003,430.37,0.19,Rainy,29.7,0,407.13,6202.65,30
26-02-2024,1000,219.35,0.17,Sunny,12.1,1,319.49,9621.81,77
27-02-2024,1004,435.98,0.19,Sunny,21.9,0,172.2,5527.65,26
28-02-2024,1006,409.13,0.16,Rainy,15.5,0,182.32,1746.23,5
29-02-2024,1009,192.02,0.19,Sunny,14.7,0,334.93,6580.01,60
01-03-2024,1009,152.53,0.13,Cloudy,34.8,0,413.68,4062.01,71
02-03-2024,1005,447.22,0.07,Cloudy,11.3,0,252.09,8703.33,8
03-03-2024,1004,485.29,0.04,Rainy,22.6,0,190.74,4912.1,32
04-03-2024,1003,112.52,0.02,Sunny,15,0,428.13,2735.56,43
05-03-2024,1001,392.51,0.08,Sunny,36.4,0,351.01,2719.95,42
06-03-2024,1003,463.81,0.01,Cloudy,26.7,0,264.75,7918.88,32
07-03-2024,1009,442.94,0.17,Rainy,16.9,1,280.28,3390.29,51
08-03-2024,1009,485.81,0.09,Sunny,25.1,0,169.66,7905.1,27
09-03-2024,1002,404.04,0.25,Rainy,31.9,0,334.45,2852.99,43
10-03-2024,1009,276.92,0.02,Sunny,38.7,1,229.91,3895.18,67
11-03-2024,1000,224.78,0.07,Cloudy,16.6,0,478.3,5189.38,52
12-03-2024,1007,228.3,0.22,Cloudy,36.6,0,277.27,9488.76,75
13-03-2024,1004,389.77,0.18,Rainy,38,1,279.5,9385.58,85
14-03-2024,1003,398.33,0.02,Cloudy,37.5,0,310.68,2861.85,57
15-03-2024,1007,180.14,0.26,Sunny,29.1,0,447.53,4223.97,49
16-03-2024,1006,447.25,0.26,Cloudy,28.9,0,402.32,2344.59,33
17-03-2024,1001,385.97,0.1,Rainy,22.1,0,265.94,5589.87,32
18-03-2024,1000,325.1,0.1,Rainy,32.6,0,370.29,5145.24,56
19-03-2024,1003,288.61,0.3,Rainy,25.9,0,318.63,9106.84,52
20-03-2024,1007,317.29,0.19,Sunny,30.3,0,282.02,9370.05,48
21-03-2024,1001,163.7,0.16,Sunny,22.9,0,165,4452.11,67
22-03-2024,1002,181.48,0.25,Sunny,31.9,0,270.94,5425.64,53
23-03-2024,1000,136.47,0.09,Sunny,34.7,0,185.87,9066.13,57
24-03-2024,1000,161.46,0.13,Sunny,14.4,0,446.79,8260.37,52
25-03-2024,1002,281.48,0.08,Cloudy,35,0,220.81,1032.91,47
26-03-2024,1004,312.14,0.24,Sunny,26.2,0,461.38,3880.54,53
27-03-2024,1002,107.14,0.17,Sunny,35.3,1,297.89,4795.97,97
28-03-2024,1000,418.72,0.2,Cloudy,22.9,0,336.3,3067.45,38
29-03-2024,1000,217.67,0.08,Sunny,21.4,0,301.75,2796.14,30
30-03-2024,1007,464.73,0.07,Rainy,37.5,0,140.46,1340.06,20
31-03-2024,1009,487,0.15,Sunny,17.5,0,236.57,6790.33,20
01-04-2024,1001,174.18,0.22,Sunny,35.3,1,128.67,3362.59,85
02-04-2024,1002,284.84,0.16,Rainy,24.5,0,332.95,1471.12,37
03-04-2024,1001,100.49,0.01,Rainy,25.4,1,264.28,3078.81,95
04-04-2024,1002,339.33,0.26,Rainy,19.3,0,393.41,8217.23,37
05-04-2024,1006,342.92,0.02,Rainy,27.2,0,175.98,8663.4,48
06-04-2024,1000,199.02,0.29,Sunny,19.8,0,154.18,5347.6,50
07-04-2024,1009,323.37,0.01,Rainy,11.2,1,248.47,4744.64,53
08-04-2024,1007,190.22,0.21,Rainy,18.2,0,451.37,9800.68,58
09-04-2024,1009,164.33,0.02,Cloudy,10.2,0,367.06,2805.08,42
10-04-2024,1009,360.61,0.27,Rainy,39.4,0,253.38,2938.23,37
11-04-2024,1009,230.37,0.14,Rainy,39,0,291.74,3626.8,54
12-04-2024,1001,336.11,0.04,Cloudy,21.9,1,122.84,2554.82,63
13-04-2024,1002,273.3,0.1,Cloudy,31.9,0,473.98,4414.29,43
14-04-2024,1008,493.74,0.05,Sunny,20.4,0,349.9,9197.51,41
15-04-2024,1006,159.83,0.05,Cloudy,30.1,0,201.31,6538.13,50
16-04-2024,1003,285.84,0.28,Sunny,34.2,0,318.47,4707.52,40
17-04-2024,1009,372.18,0.13,Cloudy,38.4,1,132.7,9409.7,108
18-04-2024,1004,258.22,0.24,Cloudy,22,0,466.68,1436.18,27
19-04-2024,1001,489.88,0.19,Sunny,33.5,0,158.17,2892.49,10
20-04-2024,1007,388.76,0.2,Cloudy,18,1,342.73,6093,69
21-04-2024,1003,362.79,0.04,Sunny,39.7,0,185.73,6539.97,25
22-04-2024,1008,402.82,0.07,Cloudy,10.8,0,369.85,1356.02,15
23-04-2024,1004,481.06,0.24,Rainy,28.1,0,392.96,4627.35,46
24-04-2024,1008,463.13,0.29,Cloudy,29.8,0,352.63,6842.39,16
25-04-2024,1003,389.71,0.08,Sunny,30.6,0,329.65,7282.63,21
26-04-2024,1009,399.66,0.08,Cloudy,13.6,1,438.06,6743.26,45
27-04-2024,1004,158.37,0.14,Sunny,38.2,0,120.66,3885.07,70
28-04-2024,1008,141.12,0.3,Sunny,15.4,0,219.06,1841.68,58
29-04-2024,1007,328.36,0.08,Rainy,28.7,1,186.83,4844.01,66
30-04-2024,1002,107.35,0.12,Rainy,16.7,0,475.33,2158.79,58
01-05-2024,1000,292.94,0.27,Sunny,19.2,0,241.86,9528.61,63
02-05-2024,1002,184.14,0,Cloudy,26.4,0,375.72,5276.54,73
03-05-2024,1003,238.41,0.01,Sunny,22.5,1,357.04,3855.33,72
04-05-2024,1001,410.32,0.18,Sunny,14.8,0,172.71,7896.74,9
05-05-2024,1000,476.5,0.27,Cloudy,15.1,0,183.21,5481.54,12
06-05-2024,1006,128.97,0.07,Cloudy,22.5,1,199.7,3790.31,81
07-05-2024,1007,313.7,0.14,Cloudy,32.7,0,250.34,8307.71,49
08-05-2024,1006,453.01,0.14,Cloudy,36.9,0,181.39,8804.37,38
09-05-2024,1004,133,0.14,Sunny,12.5,1,97.66,7057.07,98
10-05-2024,1000,429.81,0.19,Sunny,21.8,0,432.96,1422.68,33
11-05-2024,1006,243.12,0.14,Rainy,13,0,466.59,6096.91,42
12-05-2024,1006,228.84,0.13,Sunny,10.5,1,223.21,7869.65,89
13-05-2024,1008,490.99,0.14,Cloudy,29.9,0,222.02,2228.53,23
14-05-2024,1002,180.34,0.18,Rainy,28.1,0,92.77,3058.04,52
15-05-2024,1008,377.28,0.16,Cloudy,14.9,1,355.3,8942.46,76
16-05-2024,1000,428.58,0.26,Sunny,17,1,411.92,1181.1,48
17-05-2024,1000,116.47,0.01,Rainy,10.7,0,147.18,7774.54,79
18-05-2024,1003,368.15,0.25,Cloudy,35,0,152.27,5263.96,26
19-05-2024,1008,480.62,0.25,Rainy,39.2,0,398.13,5020.95,26
20-05-2024,1005,149.69,0.09,Rainy,14.1,0,330.35,1063.87,42
21-05-2024,1002,458.49,0.14,Sunny,16.9,0,107.5,8374.58,33
22-05-2024,1000,337.91,0.13,Cloudy,36.1,0,332.79,4238.42,55
23-05-2024,1003,346.64,0.07,Rainy,37.8,0,210.48,5866.89,45
24-05-2024,1008,345.18,0.12,Rainy,22.6,0,233.8,7095.71,26
25-05-2024,1002,219.53,0.01,Cloudy,11.5,0,390.2,7323.67,56
26-05-2024,1008,474.08,0.08,Rainy,11.2,0,406.26,9603.82,34
27-05-2024,1006,478.94,0.25,Rainy,27.2,0,246.14,5782.06,7
28-05-2024,1003,350.12,0.09,Rainy,21.8,0,459.39,4597.48,35
29-05-2024,1002,413.37,0.25,Cloudy,10.9,0,248.52,9583.33,17
30-05-2024,1009,344.9,0.16,Cloudy,27.5,0,391.02,6778.99,36
31-05-2024,1004,293.76,0.26,Cloudy,10.3,0,278.71,3683.35,24
01-06-2024,1004,364.33,0.17,Cloudy,33.6,0,440.04,2138.18,42
02-06-2024,1002,321.2,0.01,Sunny,19.2,1,444.03,8582.99,75
03-06-2024,1008,338.99,0.2,Rainy,11.2,0,124.09,4259.63,17
04-06-2024,1003,413.53,0.01,Cloudy,27.7,1,455.23,6944.23,75
05-06-2024,1004,292.36,0.14,Rainy,21.9,0,411.96,5237.35,27
06-06-2024,1003,116.3,0.28,Rainy,39.2,0,398.61,2790.37,66
07-06-2024,1004,165.6,0.05,Sunny,26.3,1,168.36,6415.18,81
08-06-2024,1006,275.44,0.12,Cloudy,18.3,0,404,1546.15,31
09-06-2024,1008,389.93,0.22,Cloudy,31.3,0,421.55,4720.08,41
10-06-2024,1006,337.31,0.26,Rainy,18.1,0,202.77,5919.53,42
11-06-2024,1004,360.12,0.2,Cloudy,37.1,0,461.38,4924.42,55
12-06-2024,1009,291.71,0.08,Rainy,21.2,0,109.45,7738.05,46
13-06-2024,1009,346.3,0.2,Rainy,26.5,0,148.46,8451.32,48
14-06-2024,1006,231.61,0.09,Sunny,11.5,0,299.66,7941.19,44
15-06-2024,1009,288.07,0.22,Sunny,22.8,0,314.56,1349.32,37
16-06-2024,1004,397.71,0.29,Sunny,35,1,341.61,2747.16,67
17-06-2024,1002,448.73,0.22,Rainy,34.2,0,96.62,5829.47,32
18-06-2024,1006,273.46,0.26,Cloudy,16.7,0,464.54,9413.4,31
19-06-2024,1001,117.46,0,Sunny,16.8,1,107.39,8514.61,96
20-06-2024,1008,164.67,0.22,Cloudy,34.5,0,145.79,8582.81,71
21-06-2024,1009,108.34,0.25,Sunny,37.9,0,95.47,3728.87,58
22-06-2024,1009,361.31,0.01,Sunny,12.9,0,311.07,4865.03,17
23-06-2024,1000,232.93,0.26,Rainy,23.5,0,453.58,5236.35,63
24-06-2024,1005,316.99,0.08,Sunny,20.1,0,349.72,2416.34,38
25-06-2024,1006,297.31,0.2,Sunny,36.1,0,410.84,1279.61,38
26-06-2024,1007,132.61,0.24,Rainy,12.5,1,95.18,9522.13,80
27-06-2024,1009,261.3,0.2,Cloudy,16.3,0,301.39,3166.41,30
28-06-2024,1008,188.22,0.03,Sunny,32.6,0,269.23,3159.54,66
29-06-2024,1001,267.36,0.18,Rainy,11.5,0,284.6,1750.41,33
30-06-2024,1009,181.43,0.16,Sunny,24.8,0,118.16,9356.57,57
01-07-2024,1001,436.18,0.27,Rainy,23.3,1,356.93,6217.63,65
02-07-2024,1004,169.68,0.12,Cloudy,20,0,286.26,7003.33,48
03-07-2024,1004,484.31,0.1,Cloudy,21.8,0,388.41,9204.19,45
04-07-2024,1005,266.36,0.22,Rainy,25.9,1,279.26,4110.58,88
05-07-2024,1002,438.5,0.12,Rainy,14.8,0,148.26,6593.57,22
06-07-2024,1007,351.51,0.19,Rainy,27.2,0,342.82,1349.2,24
07-07-2024,1000,394.14,0.19,Cloudy,34.2,0,157.23,2680.95,6
08-07-2024,1005,407.09,0.27,Sunny,32.8,1,430.23,8481.21,57
09-07-2024,1003,301.94,0.18,Cloudy,14.6,0,329.12,7900.92,29
10-07-2024,1000,317.32,0.15,Rainy,14.5,1,151.31,4155.78,65
11-07-2024,1006,305.6,0.04,Rainy,18,0,465.31,4391.3,33
12-07-2024,1008,335.22,0.03,Cloudy,20.8,0,292.16,5801.99,25
13-07-2024,1003,111.76,0.05,Rainy,22.3,1,118.43,1002.17,79
14-07-2024,1003,258.21,0.05,Cloudy,30.4,0,334.46,3171.2,50
15-07-2024,1005,342.48,0.19,Rainy,11.7,0,188.75,2874.09,32
16-07-2024,1002,339.09,0.22,Sunny,11,0,403.44,3254.35,9
17-07-2024,1005,417.18,0.16,Sunny,21.8,0,408.95,8253.15,34
18-07-2024,1006,362,0.25,Rainy,30.9,0,471.79,3517.06,22
19-07-2024,1009,496.85,0.3,Cloudy,15.8,0,285.73,2723.69,22
20-07-2024,1009,213.54,0.25,Sunny,29.2,0,267.43,5538.37,62
21-07-2024,1002,243.66,0.21,Cloudy,17.8,0,383.86,8790.81,43
22-07-2024,1006,253.54,0.16,Rainy,36.6,0,141.66,3172.15,41
23-07-2024,1002,286.33,0.13,Cloudy,36.9,0,303.3,1706.83,38
24-07-2024,1001,434.4,0.03,Sunny,18.9,0,303.04,4207.64,1
25-07-2024,1009,194.32,0.12,Cloudy,16.9,1,124.89,7728.87,87
26-07-2024,1003,410.4,0.27,Cloudy,22.3,0,253.01,5956.21,29
27-07-2024,1007,262.12,0.24,Rainy,17.2,0,422.78,8351.14,58
28-07-2024,1008,340.74,0.06,Rainy,30.2,1,423.9,9636.33,69
29-07-2024,1006,353.02,0.14,Rainy,34.8,0,128.7,8133.96,42
30-07-2024,1000,249.14,0.25,Sunny,30.2,1,125.38,6434.23,67
31-07-2024,1002,305.05,0.02,Sunny,34.7,0,192.45,5440.07,37
01-08-2024,1008,265.21,0.12,Rainy,21.9,0,431.16,1360.62,25
02-08-2024,1000,127.65,0.26,Rainy,14.7,0,140.27,9858.9,74
03-08-2024,1008,274.87,0.12,Sunny,32.1,0,370.8,4451.33,40
04-08-2024,1007,138.96,0.02,Sunny,20.8,0,129.45,2370.05,52
05-08-2024,1000,262.01,0.16,Sunny,30.1,0,333.02,7000.38,49
06-08-2024,1005,337.17,0.26,Sunny,18.1,0,228.87,3558.59,19
07-08-2024,1004,331.77,0.18,Rainy,12.4,0,397.68,6272,33
08-08-2024,1005,365.05,0.07,Sunny,39.8,0,181.14,6280.91,51
09-08-2024,1009,138.1,0.12,Rainy,14.7,0,339.29,5011.57,41
10-08-2024,1004,360.85,0.14,Cloudy,39.7,0,181.92,8525.07,58
11-08-2024,1005,224.86,0.17,Cloudy,39.3,0,368.33,3384.7,45
12-08-2024,1004,259.62,0.23,Sunny,33.8,1,430.73,5037.69,76
13-08-2024,1004,443.19,0.03,Cloudy,29.8,0,139.45,5839.23,37
14-08-2024,1003,103.61,0.27,Cloudy,27.3,1,427.97,6972.62,90
15-08-2024,1002,335.37,0,Cloudy,36,0,321.49,8055.75,50
16-08-2024,1002,339.49,0.11,Sunny,18.7,0,139.57,4553.27,31
17-08-2024,1003,258.66,0.01,Sunny,24,0,256.74,6814.42,51
18-08-2024,1008,194.81,0.12,Cloudy,28.6,0,152.74,2355.5,25
19-08-2024,1001,193.87,0.16,Rainy,22.3,0,363.14,9393.83,42
20-08-2024,1008,453.48,0.15,Cloudy,22.8,0,385.96,4447.53,31
21-08-2024,1000,276.81,0.05,Sunny,19.9,0,131.26,7565.69,57
22-08-2024,1000,232.36,0.19,Sunny,26.9,0,287.39,1183.07,33
23-08-2024,1004,279.51,0.01,Sunny,35.5,0,407.7,2846.68,43
24-08-2024,1005,367.76,0.23,Cloudy,16,0,455.1,5383.74,34
25-08-2024,1005,158.3,0.28,Rainy,38,0,290.27,8904.27,77
26-08-2024,1002,279.77,0.1,Sunny,30.7,1,460.61,5745.3,58
27-08-2024,1006,335.15,0.16,Sunny,34.7,0,298.92,9368.83,43
28-08-2024,1008,479.43,0.11,Cloudy,26.7,0,243.73,5354.17,22
29-08-2024,1009,201.01,0,Rainy,33.4,0,420.8,5414.04,64
30-08-2024,1007,243.7,0.12,Cloudy,10.5,0,282.26,2077.72,60
31-08-2024,1005,251.74,0.24,Sunny,34.6,0,274.04,8223.91,56
01-09-2024,1007,342.22,0.18,Rainy,11.2,0,281.22,3222.69,13
02-09-2024,1004,242.69,0.03,Rainy,36.7,0,420.25,9096.51,66
03-09-2024,1007,313.4,0.25,Sunny,39.8,0,414.46,9197.42,70
04-09-2024,1009,412.72,0.16,Rainy,18.8,1,247.37,9489.79,68
05-09-2024,1003,382.15,0.25,Rainy,16.3,1,219.99,5682.07,52
06-09-2024,1009,278.55,0.17,Cloudy,33,0,281.85,7093.84,62
07-09-2024,1007,445.69,0.17,Sunny,17.6,0,313.38,8006.64,36
08-09-2024,1009,323.26,0.03,Sunny,36,0,182.95,2179.13,29
09-09-2024,1001,315.96,0.05,Sunny,13.1,0,399.64,6408.61,41
10-09-2024,1004,113.68,0.29,Sunny,13.8,0,279.73,1308.68,58
11-09-2024,1008,494.68,0.07,Sunny,39.4,0,220.28,5478.09,43
12-09-2024,1003,149.19,0.29,Rainy,30.2,1,131.66,2393.58,84
13-09-2024,1005,192.45,0.16,Cloudy,35.4,0,183.15,2646.31,50
14-09-2024,1000,120.68,0.04,Sunny,19.7,0,460.22,4285.43,68
15-09-2024,1008,356,0.03,Cloudy,30.3,0,208.99,4891.93,27
16-09-2024,1000,189.88,0.06,Cloudy,27.8,0,155.86,6608.55,62
17-09-2024,1004,172,0.28,Rainy,28.1,0,269.66,1669.86,36
18-09-2024,1003,135.42,0.12,Sunny,30.5,1,209.76,5533.23,103
19-09-2024,1002,141.32,0.12,Rainy,27.3,0,103.71,2643.63,52
20-09-2024,1005,333.87,0.09,Sunny,22.9,0,216.03,6165.78,53
21-09-2024,1001,375.28,0.04,Rainy,18.3,0,302.2,6736.64,40
22-09-2024,1002,258.95,0.15,Cloudy,33.1,0,305.17,6010.38,40
23-09-2024,1004,291.96,0.04,Sunny,16.8,0,229.06,7644.66,58
24-09-2024,1008,374.39,0.25,Cloudy,30.8,0,264.45,4020.48,51
25-09-2024,1001,106.95,0.11,Cloudy,17,0,466.55,7885.96,72
26-09-2024,1009,229.25,0.11,Rainy,28.8,1,237.17,4894.9,73
27-09-2024,1007,489.24,0.14,Sunny,32.4,0,190.71,5357.66,24
28-09-2024,1001,332.04,0.13,Cloudy,16.6,0,184.95,6832.92,40
29-09-2024,1004,201.69,0.3,Rainy,11.8,0,268.53,1165.23,31
30-09-2024,1006,308.69,0.16,Sunny,13.9,0,386.21,6885.95,56
01-10-2024,1007,237.06,0.03,Sunny,28.2,0,170.34,6567.27,54
02-10-2024,1000,312.9,0.18,Cloudy,35.5,0,366.63,3788.62,17
03-10-2024,1005,150.3,0.05,Sunny,11.3,0,98.25,1772.15,47
04-10-2024,1000,153.09,0.01,Cloudy,32,0,253.38,1818.42,50
05-10-2024,1001,157.42,0.29,Sunny,20.2,0,392.59,9309.01,62
06-10-2024,1000,475.93,0.23,Rainy,24.4,1,222.11,7203.51,55
07-10-2024,1004,393.16,0.29,Cloudy,37.9,0,309.86,2143.92,41
08-10-2024,1009,164.95,0.14,Cloudy,20,0,169.94,4210.51,63
09-10-2024,1008,175.34,0.16,Sunny,24,0,379.38,6332.35,59
10-10-2024,1005,392.33,0.05,Sunny,10.4,1,110.39,8520.15,59
11-10-2024,1000,162.47,0.07,Cloudy,12.4,0,422.49,1392.95,42
12-10-2024,1000,193.82,0.25,Sunny,17.8,0,167.3,3129.7,45
13-10-2024,1001,485.34,0.11,Rainy,10.8,0,431.02,9007.74,16
14-10-2024,1008,202.12,0.25,Sunny,28.9,0,227.49,1082.49,52
15-10-2024,1002,364.65,0.21,Rainy,22.8,0,371.85,2812.59,35
16-10-2024,1000,491.45,0.05,Rainy,26.4,0,214.5,9631.22,48
17-10-2024,1004,249.72,0.15,Rainy,15.2,0,443.31,6520.62,58
18-10-2024,1006,107.01,0.2,Rainy,18.9,0,139.39,3355.04,48
19-10-2024,1005,197.66,0.07,Rainy,29.9,0,159.62,1602.92,56
20-10-2024,1000,432.35,0.25,Sunny,39,0,282.28,1253.72,19
21-10-2024,1004,445.84,0.16,Rainy,11.5,0,121.96,3202.71,24
22-10-2024,1004,407.41,0.05,Sunny,36.7,0,166.43,8933.37,40
23-10-2024,1005,145.24,0.17,Rainy,27.3,1,458.07,4743.22,78
24-10-2024,1002,418.2,0.3,Cloudy,26.9,1,470.83,7483,69
25-10-2024,1004,467.47,0.05,Rainy,25,1,236.74,9264.57,37
26-10-2024,1006,340.24,0.25,Cloudy,12.1,0,450.08,4672.36,13
27-10-2024,1004,476.35,0.06,Rainy,12.7,0,302.48,2721.5,12
28-10-2024,1004,430.74,0.23,Rainy,28,0,195.2,5654.06,33
29-10-2024,1004,366.79,0.22,Rainy,20.2,0,363.94,9172.75,38
30-10-2024,1009,330.87,0.09,Cloudy,37.5,0,346.97,8239.37,36
31-10-2024,1009,239.43,0.1,Cloudy,22.2,0,475.76,1592.47,32
01-11-2024,1002,163.71,0.24,Rainy,14.3,0,193.37,7233.16,59
02-11-2024,1000,341.98,0.14,Sunny,31.4,0,352.1,6147.08,49
03-11-2024,1004,227.24,0.22,Rainy,18.8,0,110.29,9167.17,54
04-11-2024,1008,446.58,0.04,Cloudy,25.8,1,134.32,2102.33,64
05-11-2024,1000,497.33,0.26,Rainy,30.9,0,91.53,5806.33,31
06-11-2024,1002,400.97,0.21,Cloudy,37,0,479.79,8915.16,38
07-11-2024,1003,136.19,0.27,Cloudy,33.8,1,402.89,4690.21,89
08-11-2024,1000,215.47,0.04,Cloudy,30.3,0,396.82,5337.95,40
09-11-2024,1000,143.64,0.18,Rainy,30.4,0,288.79,1634.15,53
10-11-2024,1007,360.2,0.18,Cloudy,38.4,0,207.03,3503.29,51
11-11-2024,1001,406.08,0.11,Cloudy,18.9,0,148.99,3920.56,33
12-11-2024,1007,470.27,0.14,Rainy,10,1,201.02,9506.1,71
13-11-2024,1006,275.27,0.01,Cloudy,18.2,0,236.63,3544.01,35
14-11-2024,1009,460.55,0.22,Rainy,16.5,0,384.96,5147.82,35
15-11-2024,1009,451.16,0.16,Cloudy,29.9,0,300.47,7041.74,31
16-11-2024,1001,226.88,0.02,Sunny,29,0,120.22,2459.65,61
17-11-2024,1005,447.56,0.2,Sunny,27.8,1,97.03,5377.98,59
18-11-2024,1005,250.27,0.14,Cloudy,10.5,0,129.91,7646.85,52
19-11-2024,1002,218.75,0.01,Sunny,31.9,0,250.09,8801.7,76
20-11-2024,1001,359.63,0.29,Rainy,19.7,0,453.95,6636.33,35
21-11-2024,1000,231.35,0.28,Sunny,30,0,338.59,7021.48,58
22-11-2024,1005,352.08,0.15,Cloudy,26.7,1,402.71,2136.55,75
23-11-2024,1004,343.93,0.03,Cloudy,20.3,0,271.89,9511.99,43
24-11-2024,1008,325.38,0.23,Rainy,14,0,231.05,2193.17,15
25-11-2024,1000,252.17,0.15,Cloudy,12.8,0,132.28,7972.06,68
26-11-2024,1006,319.4,0.09,Rainy,34.9,0,431.61,3383.35,37
